PropTypeDescription,Acreage,SpecificPropTypeDescription,NbhdCode2,Land Value,Total Value,TotGLA,Tot Bsmt,EffYearBuilt_Weighted,Quality_Weighted,Main_StyleDesc,FullBaths_Total,HalfBaths_Total,BsmtFinishPct_Weighted,Laundry_Count,KitchenCount,CarportArea,CarportCapacity,GarageArea,GarageCapacity,Count_DetGarage,SqFt_DetGarage,Count_ DetCarport,SqFt_DetCarport,Count_Barn,Sqft_Barn,Count_Guest_House,SqFt_Guest_House,Count_Pools,SqFt_Pools,Count_Recreational_Courts,SqFt_Recreational_Courts,Count_Shed,SqFt_Shed,Count_Gazebo_Pavilion,SqFt_Gazebo_Pavilion,Sold Price,Sold Date,Concessions Amount,segment,Age,Adj_Price,ln_Price,ln_GLA,Time_1,Time_2,Time_3,Trended_Price
Manufactured Home,0.21,RESIDENTIAL,C," $66,313.00 "," $225,076.00 ",1296.0,0.0,2011.0,2.5,One Story,2.0,0.0,0.0,1.0,1.0,405.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,192.0,0.0,,309000.0,2024-04-17,0.0,Land Sales,25.0,309000.0,12.641096555879882,7.16703787691222,27.43101182654402,0.0,0.0,343766.7655288057
Manufactured Home,0.24,RESIDENTIAL,C," $70,620.00 "," $190,602.00 ",1056.0,0.0,2008.0,2.0,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,120.0,0.0,,269000.0,2023-09-07,0.0,Residential,30.0,269000.0,12.502466658583977,6.962243464266207,20.105124835742444,0.0,0.0,282997.0671932841
Manufactured Home,0.24,RESIDENTIAL,C," $70,620.00 "," $190,602.00 ",1056.0,0.0,2008.0,2.0,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,120.0,0.0,,269000.0,2023-09-07,0.0,Land Sales,30.0,269000.0,12.502466658583977,6.962243464266207,20.105124835742444,0.0,0.0,293919.5085278255
Manufactured Home,0.29,RESIDENTIAL,C," $77,206.00 "," $215,338.00 ",1180.0,0.0,2008.0,2.5,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,128.0,0.0,,246000.0,2025-08-22,0.0,Residential,30.0,246000.0,12.4130868149145,7.07326971745971,28.055190538764784,0.328515111695138,15.210249671484888,245592.5045171514
Manufactured Home,0.29,RESIDENTIAL,C," $77,206.00 "," $215,338.00 ",1180.0,0.0,2008.0,2.5,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,128.0,0.0,,246000.0,2025-08-22,0.0,Land Sales,30.0,246000.0,12.4130868149145,7.07326971745971,28.055190538764784,0.328515111695138,15.210249671484888,246881.80307349842
Single Family Res,0.35,RESIDENTIAL,C," $84,360.00 "," $364,597.00 ",2178.0,0.0,2003.0,3.0,Two Story,3.0,0.0,0.0,1.0,1.0,0.0,0.0,500.0,2.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,288.0,0.0,,314450.0,2022-10-14,0.0,Residential,43.0,314450.0,12.65858035997165,7.686162303492906,9.329829172141919,0.0,0.0,321825.16826627555
Single Family Res,0.35,RESIDENTIAL,C," $84,360.00 "," $364,597.00 ",2178.0,0.0,2003.0,3.0,Two Story,3.0,0.0,0.0,1.0,1.0,0.0,0.0,500.0,2.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,288.0,0.0,,314450.0,2022-10-14,0.0,Land Sales,43.0,314450.0,12.65858035997165,7.686162303492906,9.329829172141919,0.0,0.0,334589.2826504037
Single Family Res,0.36,RESIDENTIAL,C," $85,487.00 "," $384,639.00 ",1654.0,0.0,2020.0,3.5,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,467.0,2.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,170.0,0.0,,440000.0,2024-12-03,0.0,Residential,7.0,440000.0,12.994530005894443,7.4109518755836366,28.055190538764784,0.328515111695138,6.603153745072273,437817.05887983076
Single Family Res,0.36,RESIDENTIAL,C," $85,487.00 "," $384,639.00 ",1654.0,0.0,2020.0,3.5,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,467.0,2.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,170.0,0.0,,440000.0,2024-12-03,0.0,Land Sales,7.0,440000.0,12.994530005894443,7.4109518755836366,28.055190538764784,0.328515111695138,6.603153745072273,444748.6073372146
Single Family Res,0.36,RESIDENTIAL,C," $85,487.00 "," $376,111.00 ",1654.0,0.0,2020.0,3.5,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,467.0,2.0,,,,,,,,,,,,,,,,,385000.0,2024-04-09,0.0,Residential,6.0,385000.0,12.86099861326992,7.4109518755836366,27.16819973718791,0.0,0.0,412411.56653679814
Single Family Res,0.36,RESIDENTIAL,C," $85,487.00 "," $376,111.00 ",1654.0,0.0,2020.0,3.5,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,467.0,2.0,,,,,,,,,,,,,,,,,385000.0,2024-04-09,0.0,Land Sales,6.0,385000.0,12.86099861326992,7.4109518755836366,27.16819973718791,0.0,0.0,428040.8986161862
Single Family Res,0.355,RESIDENTIAL,C," $84,925.00 "," $380,142.00 ",1657.0,0.0,2020.0,3.5,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,462.0,2.0,,,,,,,,,,,,,,,,,410000.0,2024-08-05,0.0,Residential,6.0,410000.0,12.92391243868049,7.4127640174265625,28.055190538764784,0.328515111695138,2.6609724047306176,407346.80872014037
Single Family Res,0.355,RESIDENTIAL,C," $84,925.00 "," $380,142.00 ",1657.0,0.0,2020.0,3.5,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,462.0,2.0,,,,,,,,,,,,,,,,,410000.0,2024-08-05,0.0,Land Sales,6.0,410000.0,12.92391243868049,7.4127640174265625,28.055190538764784,0.328515111695138,2.6609724047306176,415785.4276320989
Manufactured Home,0.24,RESIDENTIAL,C," $70,620.00 "," $264,874.00 ",1612.0,0.0,2014.0,2.0,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,528.0,2.0,,,,,,,,,,,,,,,,,363000.0,2025-03-28,0.0,Residential,18.0,363000.0,12.802158113246987,7.385230923066573,28.055190538764784,0.328515111695138,10.38107752956636,361725.1355162083
Manufactured Home,0.24,RESIDENTIAL,C," $70,620.00 "," $264,874.00 ",1612.0,0.0,2014.0,2.0,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,528.0,2.0,,,,,,,,,,,,,,,,,250000.0,2024-06-10,0.0,Residential,18.0,250000.0,12.429216196844383,7.385230923066573,28.055190538764784,0.328515111695138,0.8212877792378449,248206.23354877371
Manufactured Home,0.24,RESIDENTIAL,C," $70,620.00 "," $264,874.00 ",1612.0,0.0,2014.0,2.0,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,528.0,2.0,,,,,,,,,,,,,,,,,363000.0,2025-03-28,0.0,Land Sales,18.0,363000.0,12.802158113246987,7.385230923066573,28.055190538764784,0.328515111695138,10.38107752956636,365766.87362795
Manufactured Home,0.24,RESIDENTIAL,C," $70,620.00 "," $264,874.00 ",1612.0,0.0,2014.0,2.0,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,528.0,2.0,,,,,,,,,,,,,,,,,250000.0,2024-06-10,0.0,Land Sales,18.0,250000.0,12.429216196844383,7.385230923066573,28.055190538764784,0.328515111695138,0.8212877792378449,253915.7908187027
Single Family Res,0.234,RESIDENTIAL,C," $69,782.00 "," $333,018.00 ",1657.0,0.0,2021.0,3.0,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,527.0,2.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,80.0,329900.0,2023-05-31,0.0,Residential,5.0,329900.0,12.706544857216672,7.4127640174265625,16.852825229960576,0.0,0.0,344192.7477304018
Single Family Res,0.234,RESIDENTIAL,C," $69,782.00 "," $333,018.00 ",1657.0,0.0,2021.0,3.0,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,527.0,2.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,80.0,329900.0,2023-05-31,0.0,Land Sales,5.0,329900.0,12.706544857216672,7.4127640174265625,16.852825229960576,0.0,0.0,357587.78176126006
Single Family Res,0.14,RESIDENTIAL,C," $53,666.00 "," $200,168.00 ",850.0,850.0,1996.0,3.0,One Story,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,290000.0,2022-08-31,0.0,Residential,75.0,290000.0,12.577636201962656,6.745236349484363,7.884362680683311,0.0,0.0,295707.16392756306
Single Family Res,0.14,RESIDENTIAL,C," $53,666.00 "," $200,168.00 ",850.0,850.0,1996.0,3.0,One Story,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,290000.0,2022-08-31,0.0,Land Sales,75.0,290000.0,12.577636201962656,6.745236349484363,7.884362680683311,0.0,0.0,307477.70779966697
Res Conversion to Multiunit,0.15,RESIDENTIAL,C," $80,069.00 "," $359,143.00 ",2164.0,140.0,1999.0,3.0,Split Level,2.0,0.0,1.0,1.0,2.0,352.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,168.0,0.0,,452000.0,2022-07-20,0.0,Multi-Family,61.0,452000.0,13.021437458814368,7.679713639966372,6.504599211563732,0.0,0.0,404609.5140889907
Single Family Res,0.15,RESIDENTIAL,C," $66,724.00 "," $297,219.00 ",1110.0,1110.0,1996.0,3.0,One Story,2.0,0.0,1.0,1.0,2.0,906.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,130.0,0.0,,463000.0,2022-02-24,0.0,Residential,76.0,463000.0,13.045482333068371,7.01211529430638,1.7082785808147174,0.0,0.0,464717.4724768603
Single Family Res,0.15,RESIDENTIAL,C," $66,724.00 "," $297,219.00 ",1110.0,1110.0,1996.0,3.0,One Story,2.0,0.0,1.0,1.0,2.0,906.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,130.0,0.0,,463000.0,2022-02-24,0.0,Multi-Family,76.0,463000.0,13.045482333068371,7.01211529430638,1.7082785808147174,0.0,0.0,406082.9558825721
Single Family Res,0.15,RESIDENTIAL,C," $66,724.00 "," $297,219.00 ",1110.0,1110.0,1996.0,3.0,One Story,2.0,0.0,1.0,1.0,2.0,906.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,130.0,0.0,,463000.0,2022-02-24,0.0,Land Sales,76.0,463000.0,13.045482333068371,7.01211529430638,1.7082785808147174,0.0,0.0,483499.6480448753
Exempt,0.18,EXEMPT RELIGIOUS/CHARITABLE/EDUCATIONAL,C, $-   , $-   ,1128.0,0.0,1996.0,3.0,One Story,1.0,0.0,0.0,1.0,1.0,300.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,96.0,0.0,,340000.0,2025-09-02,0.0,Residential,74.0,340000.0,12.736700896592344,7.028201432058005,28.055190538764784,0.328515111695138,15.571616294349539,339484.05099390825
Exempt,0.18,EXEMPT RELIGIOUS/CHARITABLE/EDUCATIONAL,C, $-   , $-   ,1128.0,0.0,1996.0,3.0,One Story,1.0,0.0,0.0,1.0,1.0,300.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,96.0,0.0,,340000.0,2025-09-02,0.0,Land Sales,74.0,340000.0,12.736700896592344,7.028201432058005,28.055190538764784,0.328515111695138,15.571616294349539,341116.24644331174
Single Family Res,0.2,RESIDENTIAL,C," $90,644.00 "," $241,233.00 ",862.0,862.0,1996.0,3.0,One Story,1.0,1.0,0.75,1.0,1.0,332.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,392000.0,2022-07-12,0.0,Residential,78.0,392000.0,12.8790171187726,6.759255270663693,6.241787122207621,0.0,0.0,398039.85015336616
Single Family Res,0.2,RESIDENTIAL,C," $90,644.00 "," $241,233.00 ",862.0,862.0,1996.0,3.0,One Story,1.0,1.0,0.75,1.0,1.0,332.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,392000.0,2022-07-12,0.0,Land Sales,78.0,392000.0,12.8790171187726,6.759255270663693,6.241787122207621,0.0,0.0,413948.4501827572
Res Conversion to Multiunit,0.38,RESIDENTIAL,C," $99,622.00 "," $366,581.00 ",1293.0,1113.0,1997.0,3.0,One Story,2.0,0.0,0.75,1.0,2.0,662.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,227.0,0.0,,357000.0,2025-07-15,0.0,Residential,68.0,357000.0,12.785491060761776,7.164720378771857,28.055190538764784,0.328515111695138,13.961892247043364,356237.2768599409
Res Conversion to Multiunit,0.38,RESIDENTIAL,C," $99,622.00 "," $366,581.00 ",1293.0,1113.0,1997.0,3.0,One Story,2.0,0.0,0.75,1.0,2.0,662.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,227.0,0.0,,357000.0,2025-07-15,0.0,Land Sales,68.0,357000.0,12.785491060761776,7.164720378771857,28.055190538764784,0.328515111695138,13.961892247043364,358651.7551347114
Single Family Res,0.2,RESIDENTIAL,C," $90,644.00 "," $209,370.00 ",672.0,672.0,1995.0,3.0,One Story,1.0,0.0,1.0,1.0,1.0,384.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,311000.0,2022-05-06,0.0,Residential,85.0,311000.0,12.647548191161372,6.51025834052315,4.040735873850197,0.0,0.0,314020.1901174483
Single Family Res,0.2,RESIDENTIAL,C," $90,644.00 "," $209,370.00 ",672.0,672.0,1995.0,3.0,One Story,1.0,0.0,1.0,1.0,1.0,384.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,311000.0,2022-05-06,0.0,Land Sales,85.0,311000.0,12.647548191161372,6.51025834052315,4.040735873850197,0.0,0.0,326639.18953774346
Single Family Res,0.24,RESIDENTIAL,C," $81,714.00 "," $368,306.00 ",1992.0,560.0,1997.0,3.0,Split Level,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,318000.0,2024-06-10,0.0,Residential,67.0,318000.0,12.669806661762314,7.596894438144544,28.055190538764784,0.328515111695138,0.8212877792378449,315718.3290740402
Single Family Res,0.24,RESIDENTIAL,C," $81,714.00 "," $368,306.00 ",1992.0,560.0,1997.0,3.0,Split Level,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,318000.0,2024-06-10,0.0,Land Sales,67.0,318000.0,12.669806661762314,7.596894438144544,28.055190538764784,0.328515111695138,0.8212877792378449,322980.8859213898
Res Plex (2 - 4),0.269,RESIDENTIAL,C," $30,000.00 "," $1,349,686.00 ",9211.0,2967.0,2024.0,3.0,Fourplex: Two Story,40.0,0.0,1.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,355000.0,2025-10-03,0.0,Residential,8.0,355000.0,12.779873068457553,9.128153700988236,28.055190538764784,0.328515111695138,16.590013140604466,354600.3773009121
Res Plex (2 - 4),0.269,RESIDENTIAL,C," $30,000.00 "," $1,349,686.00 ",9211.0,2967.0,2024.0,3.0,Fourplex: Two Story,40.0,0.0,1.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,355000.0,2025-10-03,0.0,Residential,8.0,355000.0,12.779873068457553,9.128153700988236,28.055190538764784,0.328515111695138,16.590013140604466,354600.3773009121
Res Plex (2 - 4),0.269,RESIDENTIAL,C," $30,000.00 "," $1,349,686.00 ",9211.0,2967.0,2024.0,3.0,Fourplex: Two Story,40.0,0.0,1.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,355000.0,2025-10-03,0.0,Land Sales,8.0,355000.0,12.779873068457553,9.128153700988236,28.055190538764784,0.328515111695138,16.590013140604466,355864.04095879867
Res Plex (2 - 4),0.269,RESIDENTIAL,C," $30,000.00 "," $1,349,686.00 ",9211.0,2967.0,2024.0,3.0,Fourplex: Two Story,40.0,0.0,1.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,355000.0,2025-10-03,0.0,Land Sales,8.0,355000.0,12.779873068457553,9.128153700988236,28.055190538764784,0.328515111695138,16.590013140604466,355864.04095879867
Single Family Res,0.22,RESIDENTIAL,C," $78,705.00 "," $362,057.00 ",1030.0,1010.0,1996.0,3.0,One Story,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,348500.0,2023-09-29,0.0,Residential,73.0,348500.0,12.761393509182716,6.937314081223682,20.827858081471746,0.0,0.0,367311.66103919654
Single Family Res,0.22,RESIDENTIAL,C," $78,705.00 "," $362,057.00 ",1030.0,1010.0,1996.0,3.0,One Story,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,348500.0,2023-09-29,0.0,Land Sales,73.0,348500.0,12.761393509182716,6.937314081223682,20.827858081471746,0.0,0.0,381462.0251789189
Single Family Res,0.2,RESIDENTIAL,C," $90,644.00 "," $216,162.00 ",712.0,712.0,1994.0,3.0,One Story,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,120.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,300000.0,2023-05-30,0.0,Residential,87.0,300000.0,12.611537753638338,6.568077911411976,16.819973718791065,0.0,0.0,312971.064683434
Single Family Res,0.2,RESIDENTIAL,C," $90,644.00 "," $216,162.00 ",712.0,712.0,1994.0,3.0,One Story,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,120.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,300000.0,2023-05-30,0.0,Land Sales,87.0,300000.0,12.611537753638338,6.568077911411976,16.819973718791065,0.0,0.0,325152.05376788817
Single Family Res,0.2,RESIDENTIAL,C," $90,644.00 "," $375,808.00 ",1348.0,1348.0,1996.0,3.0,One Story,2.0,0.0,1.0,1.0,1.0,0.0,0.0,476.0,2.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,200.0,0.0,,440000.0,2023-10-31,0.0,Residential,73.0,440000.0,12.994530005894443,7.206377291472252,21.879106438896187,0.0,0.0,464998.5099879208
Single Family Res,0.2,RESIDENTIAL,C," $90,644.00 "," $375,808.00 ",1348.0,1348.0,1996.0,3.0,One Story,2.0,0.0,1.0,1.0,1.0,0.0,0.0,476.0,2.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,200.0,0.0,,440000.0,2023-10-31,0.0,Land Sales,73.0,440000.0,12.994530005894443,7.206377291472252,21.879106438896187,0.0,0.0,482863.8443024319
Res Conversion to Multiunit,0.34,RESIDENTIAL,C," $94,957.00 "," $385,877.00 ",1000.0,1000.0,1995.0,3.5,One Story,2.0,0.0,1.0,1.0,2.0,552.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,270000.0,2023-09-08,0.0,Residential,85.0,270000.0,12.506177237980511,6.907755278982137,20.13797634691196,0.0,0.0,284072.9531871783
Res Conversion to Multiunit,0.34,RESIDENTIAL,C," $94,957.00 "," $385,877.00 ",1000.0,1000.0,1995.0,3.5,One Story,2.0,0.0,1.0,1.0,2.0,552.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,270000.0,2023-09-08,0.0,Land Sales,85.0,270000.0,12.506177237980511,6.907755278982137,20.13797634691196,0.0,0.0,295035.9961874103
Res PUD,0.018,CONDOMINIUM / TOWNHOUSE,C," $12,075.00 "," $258,740.00 ",1328.0,0.0,2021.0,3.5,Int: Two Story,2.0,1.0,0.0,1.0,1.0,0.0,0.0,272.0,1.0,,,,,,,,,,,,,,,,,270000.0,2022-02-28,0.0,Residential,5.0,270000.0,12.506177237980511,7.191429330036379,1.8396846254927726,0.0,0.0,271092.587901066
Res PUD,0.018,CONDOMINIUM / TOWNHOUSE,C," $12,075.00 "," $258,740.00 ",1328.0,0.0,2021.0,3.5,Int: Two Story,2.0,1.0,0.0,1.0,1.0,0.0,0.0,272.0,1.0,,,,,,,,,,,,,,,,,270000.0,2022-02-28,0.0,Land Sales,5.0,270000.0,12.506177237980511,7.191429330036379,1.8396846254927726,0.0,0.0,282045.6271973267
Res PUD,0.018,CONDOMINIUM / TOWNHOUSE,C," $12,075.00 "," $258,740.00 ",1328.0,0.0,2021.0,3.5,Int: Two Story,2.0,1.0,0.0,1.0,1.0,0.0,0.0,272.0,1.0,,,,,,,,,,,,,,,,,260000.0,2022-02-17,0.0,Residential,5.0,260000.0,12.468436909997665,7.191429330036379,1.4783180026281209,0.0,0.0,260811.11020278747
Res PUD,0.018,CONDOMINIUM / TOWNHOUSE,C," $12,075.00 "," $258,740.00 ",1328.0,0.0,2021.0,3.5,Int: Two Story,2.0,1.0,0.0,1.0,1.0,0.0,0.0,272.0,1.0,,,,,,,,,,,,,,,,,260000.0,2022-02-17,0.0,Land Sales,5.0,260000.0,12.468436909997665,7.191429330036379,1.4783180026281209,0.0,0.0,271358.07968056196
Res PUD,0.018,CONDOMINIUM / TOWNHOUSE,C," $12,075.00 "," $258,740.00 ",1328.0,0.0,2021.0,3.5,Int: Two Story,2.0,1.0,0.0,1.0,1.0,0.0,0.0,272.0,1.0,,,,,,,,,,,,,,,,,267000.0,2022-02-18,0.0,Residential,5.0,267000.0,12.495003937382387,7.191429330036379,1.5111695137976346,0.0,0.0,267855.43836260843
Res PUD,0.018,CONDOMINIUM / TOWNHOUSE,C," $12,075.00 "," $258,740.00 ",1328.0,0.0,2021.0,3.5,Int: Two Story,2.0,1.0,0.0,1.0,1.0,0.0,0.0,272.0,1.0,,,,,,,,,,,,,,,,,267000.0,2022-02-18,0.0,Land Sales,5.0,267000.0,12.495003937382387,7.191429330036379,1.5111695137976346,0.0,0.0,278686.4025485945
Res PUD,0.018,CONDOMINIUM / TOWNHOUSE,C," $12,075.00 "," $270,723.00 ",1328.0,0.0,2021.0,3.5,End: Two Story,2.0,1.0,0.0,1.0,1.0,0.0,0.0,272.0,1.0,,,,,,,,,,,,,,,,,260000.0,2022-02-17,0.0,Residential,5.0,260000.0,12.468436909997665,7.191429330036379,1.4783180026281209,0.0,0.0,260811.11020278747
Res PUD,0.018,CONDOMINIUM / TOWNHOUSE,C," $12,075.00 "," $270,723.00 ",1328.0,0.0,2021.0,3.5,End: Two Story,2.0,1.0,0.0,1.0,1.0,0.0,0.0,272.0,1.0,,,,,,,,,,,,,,,,,260000.0,2022-02-17,0.0,Land Sales,5.0,260000.0,12.468436909997665,7.191429330036379,1.4783180026281209,0.0,0.0,271358.07968056196
Res PUD,0.018,CONDOMINIUM / TOWNHOUSE,C," $12,075.00 "," $270,723.00 ",1328.0,0.0,2021.0,3.5,End: Two Story,2.0,1.0,0.0,1.0,1.0,0.0,0.0,272.0,1.0,,,,,,,,,,,,,,,,,268600.0,2022-02-24,0.0,Residential,5.0,268600.0,12.500978563071275,7.191429330036379,1.7082785808147174,0.0,0.0,269596.35660320666
Res PUD,0.018,CONDOMINIUM / TOWNHOUSE,C," $12,075.00 "," $270,723.00 ",1328.0,0.0,2021.0,3.5,End: Two Story,2.0,1.0,0.0,1.0,1.0,0.0,0.0,272.0,1.0,,,,,,,,,,,,,,,,,268600.0,2022-02-24,0.0,Land Sales,5.0,268600.0,12.500978563071275,7.191429330036379,1.7082785808147174,0.0,0.0,280492.45240789093
Res PUD,0.018,CONDOMINIUM / TOWNHOUSE,C," $12,075.00 "," $258,740.00 ",1328.0,0.0,2021.0,3.5,Int: Two Story,2.0,1.0,0.0,1.0,1.0,0.0,0.0,272.0,1.0,,,,,,,,,,,,,,,,,260000.0,2022-02-22,0.0,Residential,5.0,260000.0,12.468436909997665,7.191429330036379,1.6425755584756898,0.0,0.0,260920.63327923184
Res PUD,0.018,CONDOMINIUM / TOWNHOUSE,C," $12,075.00 "," $258,740.00 ",1328.0,0.0,2021.0,3.5,Int: Two Story,2.0,1.0,0.0,1.0,1.0,0.0,0.0,272.0,1.0,,,,,,,,,,,,,,,,,275000.0,2025-12-05,0.0,Residential,5.0,275000.0,12.524526376648708,7.191429330036379,28.055190538764784,0.328515111695138,18.659658344283837,274909.5286773812
Res PUD,0.018,CONDOMINIUM / TOWNHOUSE,C," $12,075.00 "," $258,740.00 ",1328.0,0.0,2021.0,3.5,Int: Two Story,2.0,1.0,0.0,1.0,1.0,0.0,0.0,272.0,1.0,,,,,,,,,,,,,,,,,260000.0,2022-02-22,0.0,Land Sales,5.0,260000.0,12.468436909997665,7.191429330036379,1.6425755584756898,0.0,0.0,271467.78632991
Res PUD,0.018,CONDOMINIUM / TOWNHOUSE,C," $12,075.00 "," $258,740.00 ",1328.0,0.0,2021.0,3.5,Int: Two Story,2.0,1.0,0.0,1.0,1.0,0.0,0.0,272.0,1.0,,,,,,,,,,,,,,,,,275000.0,2025-12-05,0.0,Land Sales,5.0,275000.0,12.524526376648708,7.191429330036379,28.055190538764784,0.328515111695138,18.659658344283837,275195.36566909426
Single Family Res,0.2,RESIDENTIAL,C," $76,008.00 "," $264,492.00 ",1348.0,0.0,1995.0,3.0,One and One Half,2.0,0.0,0.0,1.0,1.0,448.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,310000.0,2025-06-30,0.0,Residential,85.0,310000.0,12.644327576461329,7.206377291472252,28.055190538764784,0.328515111695138,13.469119579500656,309278.9750174914
Single Family Res,0.2,RESIDENTIAL,C," $76,008.00 "," $264,492.00 ",1348.0,0.0,1995.0,3.0,One and One Half,2.0,0.0,0.0,1.0,1.0,448.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,345000.0,2022-03-10,0.0,Residential,85.0,345000.0,12.751299696013497,7.206377291472252,2.1681997371879107,0.0,0.0,346687.0716120434
Single Family Res,0.2,RESIDENTIAL,C," $76,008.00 "," $264,492.00 ",1348.0,0.0,1995.0,3.0,One and One Half,2.0,0.0,0.0,1.0,1.0,448.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,310000.0,2025-06-30,0.0,Land Sales,85.0,310000.0,12.644327576461329,7.206377291472252,28.055190538764784,0.328515111695138,13.469119579500656,311561.9218526045
Single Family Res,0.2,RESIDENTIAL,C," $76,008.00 "," $264,492.00 ",1348.0,0.0,1995.0,3.0,One and One Half,2.0,0.0,0.0,1.0,1.0,448.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,345000.0,2022-03-10,0.0,Land Sales,85.0,345000.0,12.751299696013497,7.206377291472252,2.1681997371879107,0.0,0.0,360683.09724314796
